Código	Nome da Propriedade	Código SIGEF/SNCI	Município	Área_ha	Codigo Único	Lat	Lon
ANC0252	GRANJA VS I	9500259643959	Angical	8,4	9500259643959B	-12,150816	-44,577122
ANC0253	FAZENDA SEMPRE VERDE	9501651555860	Angical	202,9	9501651555860	-12,150913	-44,489931
ANC0254	FAZENDA TUPY	9501651555940	Angical	203,0	9501651555940	-12,155342	-44,499992
ANC0255	FAZENDA CAJUI	9999898907740	Angical	635,2	9999898907740	-12,156253	-44,477318
ANC0256	FAZENDA AREAL II	9500418015697	Angical	1161,3	9500418015697	-12,157477	-44,538741
ANC0257	FAZENDA VEREDA ALEGRE I	9500506901206	Angical	657,6	9500506901206	-12,171186	-44,495700
ANC0258	FAZENDA VEREDA ALEGRE	9510130696989	Angical	323,4	9510130696989A	-12,184764	-44,491976
ANC0259	FAZENDA NOVO DESTINO DA VITÓRIA	3010780044213	Angical	1784,7	3010780044213	-12,195182	-44,526339
BAR0001	FAZENDA SANTA INÊS	0000274396490	Barreiras	288,6	0000274396490	-11,617833	-46,252787
BAR0002	FAZENDA SETE BELO	3010350249610	Barreiras	21,1	3010350249610A	-11,623902	-46,045105
BAR0003	FAZENDA CHARRUA	3010350121656	Barreiras	407,3	3010350121656	-11,627752	-46,059292
BAR0004	FAZENDA LIMOEIRO	3010350155631	Barreiras	1082,4	3010350155631	-11,629073	-46,266545
BAR0005	FAZENDA LORENTZ	9500849972427	Barreiras	1066,5	9500849972427	-11,631441	-46,289416
BAR0006	FAZENDA LODI	3010350128073	Barreiras	686,4	3010350128073	-11,633447	-46,243243
BAR0007	FAZENDA MISSIONEIRA	3010350250200	Barreiras	3490,5	3010350250200	-11,634360	-46,332280
BAR0008	FAZENDA SANTO ANTONIO VII	9500337516004	Barreiras	707,5	9500337516004	-11,634882	-45,968269
BAR0009	FAZENDA MORRO CHATO II	9500337525763	Barreiras	510,0	9500337525763	-11,634926	-46,076950
BAR0010	FAZENDA SÃO JOSÉ II	3010350121818	Barreiras	203,9	3010350121818	-11,637045	-46,142128
BAR0011	FAZENDA MORRO CHATO I	9500337525500	Barreiras	801,5	9500337525500	-11,643339	-46,094654
BAR0012	FAZENDA SANTO ANTONIO VI	9500337516349	Barreiras	700,6	9500337516349	-11,644770	-45,977956
BAR0013	FAZENDA PONTÃO DOS BURITIS	0000512503683	Barreiras	15,3	0000512503683A	-11,648863	-45,905712
BAR0014	FAZENDA EXPANSÃO B	9500337525682	Barreiras	1030,4	9500337525682	-11,649682	-46,113089
BAR0015	FAZENDA PONTÃO DOS BURITIS	0000512503683	Barreiras	62,6	0000512503683B	-11,651144	-45,903144
BAR0016	FAZENDA CALIFORNIA II	0000600134809	Barreiras	351,9	0000600134809	-11,651338	-46,013587
BAR0017	FAZENDA BALAN II	9500330199500	Barreiras	127,6	9500330199500A	-11,651520	-45,897432
BAR0018	FAZENDA CALIFORNIA I	0000600134124	Barreiras	420,1	0000600134124	-11,651937	-46,008074
BAR0019	FAZENDA EXPANSAO A	9500337525410	Barreiras	803,7	9500337525410	-11,654049	-46,127111
BAR0020	FAZENDA SANTO ANTONIO V	9500337516691	Barreiras	500,6	9500337516691	-11,654806	-45,981633
BAR0021	FAZENDA SANTA CLARA	0000512611907	Barreiras	730,2	0000512611907	-11,655652	-46,038391
BAR0022	FAZENDA ROSO VIII	9501060091210	Barreiras	87,7	9501060091210A	-11,657527	-46,156187
BAR0023	FAZENDA ROSO VI	9501060091210	Barreiras	149,9	9501060091210B	-11,657771	-46,162522
BAR0024	FAZENDA ROSO V	3010350121060	Barreiras	374,8	3010350121060A	-11,658104	-46,204042
BAR0025	FAZENDA SANTO ANTONIO E SANTO ANTONIO I	3010350177449	Barreiras	427,5	3010350177449A	-11,658691	-45,884220
BAR0026	FAZENDA PONTAO DOS BURITIS E PONTAO DOS BURITIS II	0000512503683	Barreiras	263,5	0000512503683C	-11,659182	-45,907335
BAR0027	FAZENDA DENNER	3010350121737	Barreiras	706,1	3010350121737	-11,659252	-46,137093
BAR0028	FAZENDA ROSO II	3010350121060	Barreiras	375,5	3010350121060B	-11,659916	-46,223472
BAR0029	FAZENDA ROSO IV	3010350121060	Barreiras	667,6	3010350121060C	-11,659944	-46,214477
BAR0030	FAZENDA ROSO III	3010350128154	Barreiras	999,2	3010350128154	-11,660028	-46,183470
BAR0031	FAZENDA BALAN	9500330199500	Barreiras	52,5	9500330199500B	-11,661141	-45,900388
BAR0032	FAZENDA PONTÃO DOS BURITIS	0000512503683	Barreiras	185,8	0000512503683D	-11,662739	-45,908878
BAR0033	FAZENDA SANTO ANTONIO IV	9500337517230	Barreiras	500,1	9500337517230A	-11,663275	-45,984567
BAR0034	FAZENDA SANTO ANTONIO E SANTO ANTONIO I	3010350177449	Barreiras	124,9	3010350177449B	-11,664179	-45,893543
BAR0035	FAZENDA SÃO LORENÇO	0000191488733	Barreiras	107,9	0000191488733A	-11,665424	-45,915562
BAR0036	FAZENDA VICENZI	3010350181985	Barreiras	800,9	3010350181985	-11,666929	-46,288143
BAR0037	FAZENDA SOTILLE	3010350127930	Barreiras	494,8	3010350127930	-11,666983	-46,234661
BAR0038	FAZENDA MARCAN II	9501066449949	Barreiras	254,1	9501066449949	-11,667591	-46,326409
BAR0039	FAZENDA MARCAN	3010350259500	Barreiras	238,6	3010350259500	-11,669232	-46,313507
BAR0040	FAZENDA MINUANO	3010350148422	Barreiras	499,8	3010350148422	-11,669827	-46,246200
BAR0041	FAZENDA ILOPOLIS	3010350259410	Barreiras	240,7	3010350259410	-11,669929	-46,305024
BAR0042	FAZENDA BALAN I	9500330199500	Barreiras	113,8	9500330199500C	-11,670740	-45,903868
BAR0043	FAZENDA SANTO ANTONIO III	9500337517230	Barreiras	500,2	9500337517230B	-11,671684	-45,987681
BAR0044	FAZENDA SANTIAGO	0000512534481	Barreiras	303,5	0000512534481A	-11,671722	-46,252847
BAR0045	FAZENDA SANTIAGO	0000512534481	Barreiras	101,2	0000512534481B	-11,672581	-46,256175
BAR0046	FAZENDA SANTIAGO	0000512534481	Barreiras	101,7	0000512534481C	-11,673015	-46,257827
BAR0047	FAZENDA ROSO VII	9501060091210	Barreiras	209,4	9501060091210C	-11,673031	-46,173964
BAR0048	FAZENDA NOSSA SENHORA DE FATIMA	0000512583180	Barreiras	447,6	0000512583180	-11,673351	-46,267989
BAR0049	FAZENDA SANTIAGO	0000512534481	Barreiras	101,1	0000512534481D	-11,673399	-46,259487
BAR0050	FAZENDA SÃO JORGE	3010190295482	Barreiras	199,9	3010190295482	-11,673891	-46,261959
BAR0051	FAZENDA SETE BELO IV	9500337545446	Barreiras	10,4	9500337545446	-11,675187	-46,062797
BAR0052	FAZENDA ROSO IX	9501060091210	Barreiras	484,8	9501060091210D	-11,675582	-46,146878
BAR0053	FAZENDA RIO BRANCO	3010350107661	Barreiras	1447,2	3010350107661	-11,676548	-45,957077
BAR0054	FAZENDA SÃO LORENÇO	0000191488733	Barreiras	100,0	0000191488733B	-11,676841	-45,919687
BAR0055	FAZENDA CASCAVEL	3010350177368	Barreiras	252,8	3010350177368	-11,677572	-45,892946
BAR0056	FAZENDA CHAPADA VERDE	3010350129398	Barreiras	575,6	3010350129398	-11,679135	-45,948096
BAR0057	FAZENDA RANCHO ALEGRE	2292960589040	Barreiras	172,6	2292960589040A	-11,679249	-45,927379
BAR0058	FAZENDA MINEIRA	2292960589201	Barreiras	359,3	2292960589201A	-11,680076	-45,924922
BAR0059	FAZENDA SANTO ANTONIO II	9500337516934	Barreiras	500,3	9500337516934	-11,680133	-45,990797
BAR0060	FAZENDA SANTA CLARA II	3010350188726	Barreiras	1617,8	3010350188726	-11,680378	-46,057383
BAR0061	FAZENDA NOSSA SENHORA CONSOLADORA	8140671233153	Barreiras	1507,9	8140671233153	-11,681382	-45,939351
BAR0062	FAZENDA ERTEL	9500685531580	Barreiras	100,3	9500685531580	-11,682181	-46,200917
BAR0063	FAZENDA FERNANDO	0000512506518	Barreiras	170,5	0000512506518	-11,682715	-45,915690
BAR0064	FAZENDA BISELLO	0000358529615	Barreiras	401,0	0000358529615	-11,683675	-45,931657
BAR0065	FAZENDA BALAN III	9500330199500	Barreiras	112,9	9500330199500D	-11,683979	-45,908741
BAR0066	FAZENDA CALIFORNIA	0000600134396	Barreiras	196,0	0000600134396	-11,685736	-46,023484
BAR0067	FAZENDA ROSO X	9501060091210	Barreiras	1019,0	9501060091210E	-11,687058	-46,163774
BAR0068	FAZENDA SANTO ANTONIO I	3010350104727	Barreiras	499,5	3010350104727	-11,688622	-45,993899
BAR0069	FAZENDA SÃO LUIZ	3010350177791	Barreiras	253,2	3010350177791	-11,689079	-45,897773
BAR0070	FAZENDA PLANALTO	2660600331202	Barreiras	932,7	2660600331202	-11,689163	-46,289409
BAR0071	FAZENDA ELDORADO I	9500253598587	Barreiras	209,0	9500253598587	-11,689953	-46,040633
BAR0072	FAZENDA CALIFORNIA IV	0000600134477	Barreiras	778,8	0000600134477	-11,690103	-46,037530
BAR0073	FAZENDA ELDORADO	9500250429350	Barreiras	569,5	9500250429350	-11,690246	-46,043214
BAR0074	FAZENDA CALIFORNIA III	0000600134981	Barreiras	781,8	0000600134981	-11,690316	-46,032597
BAR0075	FAZENDA FELINI	9500255488550	Barreiras	25,5	9500255488550A	-11,693767	-45,823832
BAR0076	FAZENDA SETE BELO	3010350249610	Barreiras	6736,9	3010350249610B	-11,694508	-46,102176
BAR0077	FAZENDA SANTA MARIA II - LOTES 01, 02, 03 E 04	3010350122202	Barreiras	84,8	3010350122202A	-11,694613	-46,203190
BAR0078	FAZENDA SANTA MARIA II - LOTES 01, 02, 03 E 04	3010350122202	Barreiras	201,0	3010350122202B	-11,695831	-46,210362
BAR0079	FAZENDA SANTA MARIA I	3150870197805	Barreiras	253,5	3150870197805	-11,696224	-46,196188
BAR0080	FAZENDA PLANALTO II	2460850436566	Barreiras	12,0	2460850436566A	-11,696256	-46,262653
BAR0081	FAZENDA BALAN VI	9500330199500	Barreiras	112,9	9500330199500E	-11,697338	-45,913649
BAR0082	FAZENDA SANTA MARIA II - LOTES 01, 02, 03 E 04	3010350122202	Barreiras	200,7	3010350122202C	-11,697578	-46,223575
BAR0083	FAZENDA DONA GILDA I	2620990102606	Barreiras	721,5	2620990102606	-11,699032	-45,997713
BAR0084	FAZENDA SANTA MARIA II - LOTES 01, 02, 03 E 04	3010350122202	Barreiras	70,3	3010350122202D	-11,699599	-46,238652
BAR0085	FAZENDA ESPERANÇA	0000517562700	Barreiras	301,6	0000517562700	-11,700209	-45,892501
BAR0086	FAZENDA SANTO AGOSTINHO	3010350177872	Barreiras	254,9	3010350177872	-11,700786	-45,902708
BAR0087	FAZENDA SANTIAGO II	0000517379174	Barreiras	170,9	0000517379174	-11,700885	-45,922318
BAR0088	FAZENDA PLANALTO II	2460850436566	Barreiras	287,8	2460850436566B	-11,700909	-46,275614
BAR0089	FAZENDA PINGO DE OURO                                       NATUREZA DA ÁREA:   PARTICULAR	3010350158304	Barreiras	828,7	3010350158304	-11,701612	-45,883777
BAR0090	FAZENDA CONQUISTA	0000600130722	Barreiras	302,5	0000600130722	-11,701786	-45,890695
BAR0091	FAZENDA SÃO LORENÇO	0000191488733	Barreiras	291,2	0000191488733C	-11,701844	-45,928765
BAR0092	FAZENDA ROSO XI	9501060091210	Barreiras	1001,8	9501060091210F	-11,703096	-46,179050
BAR0093	FAZENDA VITÓRIA	9500332862737	Barreiras	301,8	9500332862737	-11,703313	-45,888875
BAR0094	FAZENDA MINORU IV	3010350178500	Barreiras	400,3	3010350178500A	-11,703655	-45,876032
BAR0095	FAZENDA MINORU II	3010350180156	Barreiras	960,5	3010350180156A	-11,704920	-45,856424
BAR0096	FAZENDA MINORU IV	3010350178500	Barreiras	271,1	3010350178500B	-11,704993	-45,871692
BAR0097	FAZENDA MINORU IV	3010350178500	Barreiras	303,4	3010350178500C	-11,705018	-45,873873
BAR0098	FAZENDA MINORU II	3010350180156	Barreiras	921,8	3010350180156B	-11,705336	-45,864051
BAR0099	FAZENDA PLANALTO I	2460850437376	Barreiras	314,6	2460850437376	-11,706161	-46,292287
BAR0100	FAZENDA IMPERIAL II	9501819205177	Barreiras	252,0	9501819205177	-11,706617	-45,881534
BAR0101	FAZENDA IMPERIAL I	9501819205258	Barreiras	247,9	9501819205258	-11,706918	-45,879696
BAR0102	FAZENDA MINORU III	3010350178682	Barreiras	420,5	3010350178682	-11,707280	-45,869893
BAR0103	FAZENDA ZANELLA E BELEM	2620990127269	Barreiras	457,1	2620990127269	-11,708807	-46,307180
BAR0104	FAZENDA TRES CORAÇOES	9500255488207	Barreiras	373,2	9500255488207	-11,710293	-45,837309
BAR0105	FAZENDA COTTON I	9501229371500	Barreiras	8,1	9501229371500	-11,710730	-45,976109
BAR0106	FAZENDA SÃO JOSÉ	3010350177953	Barreiras	252,9	3010350177953	-11,712787	-45,907710
BAR0107	FAZENDA FELINI	9500255488550	Barreiras	399,8	9500255488550B	-11,714402	-45,832353
BAR0108	FAZENDA NOVO HORIZONTE I-A	9501067458984	Barreiras	20,0	9501067458984	-11,714657	-45,983726
BAR0109	FAZENDA CONCEIÇÃO	0000512501982	Barreiras	90,1	0000512501982	-11,714768	-45,927379
BAR0110	FAZENDA RIO BRANCO I	9501229371853	Barreiras	42,0	9501229371853	-11,715052	-45,975363
BAR0111	FAZENDA ZANELLA	9501143865373	Barreiras	250,7	9501143865373	-11,716069	-46,314257
BAR0112	FAZENDA SANTA CLARA I	3010350188807	Barreiras	873,2	3010350188807	-11,716491	-46,059370
BAR0113	FAZENDA UNIÃO	9999979980361	Barreiras	98,9	9999979980361	-11,716723	-46,274740
BAR0114	FAZENDA SANTA RITA	9500337518473	Barreiras	877,1	9500337518473	-11,718238	-45,854537
BAR0115	FAZENDA BALAN IV	9500330199500	Barreiras	149,9	9500330199500F	-11,721591	-45,924272
BAR0116	FAZENDA CALIFORNIA II	0000600134710	Barreiras	426,9	0000600134710	-11,722643	-46,038511
BAR0117	FAZENDA ZANELLA	3010350151210	Barreiras	176,7	3010350151210	-11,722696	-46,314352
BAR0118	FAZENDA CALIFORNIA I	0000600134205	Barreiras	360,6	0000600134205	-11,722877	-46,033266
BAR0119	FAZENDA BALAN V	9500330199500	Barreiras	149,9	9500330199500G	-11,722986	-45,921392
BAR0120	FAZENDA NOVO HORIZONTE V	3010350129550	Barreiras	646,7	3010350129550	-11,724718	-46,026698
BAR0121	FAZENDA AUREA  ONILDO	3150790116499	Barreiras	256,6	3150790116499	-11,725305	-45,912918
BAR0122	FAZENDA RANCHO ALEGRE	2292960589040	Barreiras	27,5	2292960589040B	-11,725765	-45,944206
BAR0123	FAZENDA SANTA RITA I	9500337518716	Barreiras	862,7	9500337518716	-11,726010	-45,850512
BAR0124	FAZENDA MINEIRA	2292960589201	Barreiras	52,5	2292960589201B	-11,726850	-45,942015
BAR0125	FAZENDA NOVO HORIZONTE IV	3010350129711	Barreiras	611,0	3010350129711	-11,727563	-46,018132
BAR0126	FAZENDA SANTIAGO	0000512503098	Barreiras	170,0	0000512503098	-11,728629	-45,932434
BAR0127	FAZENDA LERMEN 	9500766367700	Barreiras	2778,4	9500766367700	-11,728836	-46,250744
BAR0128	FAZENDA BATOQUE	9501147942950	Barreiras	387,0	9501147942950	-11,730454	-46,322521
BAR0129	FAZENDA NOVO HORIZONTE III	3010350129800	Barreiras	598,6	3010350129800	-11,730839	-46,009696
BAR0130	FAZENDA NOVO HORIZONTE II	3010350129479	Barreiras	578,2	3010350129479	-11,734062	-46,001173
BAR0131	FAZENDA COPACEL III	9500508170900	Barreiras	1635,0	9500508170900	-11,735057	-46,225433
BAR0132	FAZENDA TERRA II	0000511499267	Barreiras	214,4	0000511499267	-11,735947	-45,831169
BAR0133	FAZENDA TERRA III	0000511500966	Barreiras	214,4	0000511500966	-11,736528	-45,829414
BAR0134	FAZENDA RIO BRANCO	3010350179069	Barreiras	212,9	3010350179069	-11,737152	-45,827668
BAR0135	FAZENDA RIO BRANCO II	3010350178925	Barreiras	315,7	3010350178925	-11,737856	-45,825493
BAR0136	FAZENDA GRANDO	3010350177520	Barreiras	244,0	3010350177520	-11,738521	-45,918121
BAR0137	FAZENDA PLANALTO	0000518912402	Barreiras	650,6	0000518912402	-11,738537	-46,191879
BAR0138	FAZENDA NOVO HORIZONTE I	9500337519011	Barreiras	543,7	9500337519011	-11,738552	-45,993104
BAR0139	FAZENDA LIBERDADE I	3010350112665	Barreiras	472,0	3010350112665A	-11,739073	-46,204683
BAR0140	FAZENDA TRES PODERES II	3010350179220	Barreiras	314,5	3010350179220	-11,739105	-45,822982
BAR0141	FAZENDA TERRA	0000511501008	Barreiras	195,4	0000511501008	-11,739489	-45,833862
BAR0142	FAZENDA TRES PODERES	3010350158576	Barreiras	314,5	3010350158576	-11,739875	-45,820332
BAR0143	FAZENDA RIO GRANDE	0000517914312	Barreiras	103,8	0000517914312	-11,740336	-46,326870
BAR0144	FAZENDA RIO LIMPO I	3010350129983	Barreiras	494,2	3010350129983	-11,740634	-45,984498
BAR0145	FAZENDA LIBERDADE I	3010350112665	Barreiras	472,2	3010350112665B	-11,740660	-46,215812
BAR0146	FAZENDA PALMARES	9999110968060	Barreiras	858,2	9999110968060	-11,740744	-46,092557
BAR0147	FAZENDA SÃO JOÃO	3010350128235	Barreiras	87,6	3010350128235	-11,740927	-46,115305
BAR0148	FAZENDA  TAPERA II	3181831068790	Barreiras	988,0	3181831068790	-11,740976	-46,172279
BAR0149	FAZENDA SÃO VICENTE	3010350095558	Barreiras	291,9	3010350095558A	-11,741343	-46,148373
BAR0150	FAZENDA MANGABEIRA	9502030290761	Barreiras	96,3	9502030290761	-11,741398	-46,125354
BAR0151	FAZENDA NUERNBERG	9510487656519	Barreiras	140,7	9510487656519	-11,741833	-45,813887
BAR0152	FAZENDA TOLEDO	9510487659704	Barreiras	140,7	9510487659704	-11,741910	-45,812636
BAR0153	FAZENDA QUAIATTO	9510487643298	Barreiras	100,4	9510487643298	-11,741952	-45,811565
BAR0154	FAZENDA CAMPO VERDE	9500332466890	Barreiras	268,3	9500332466890	-11,742328	-45,818281
BAR0155	FAZENDA CONCÓRDIA	9500332465738	Barreiras	215,5	9500332465738	-11,742348	-45,810242
BAR0156	FAZENDA NOVA GERAÇÃO	0000357071550	Barreiras	268,3	0000357071550	-11,742993	-45,816002
BAR0157	FAZENDA CORDILHEIRA DOS ANDES	3010350157685	Barreiras	492,9	3010350157685	-11,743276	-45,807271
BAR0158	FAZENDA BURITI REDONDO II	9500337530333	Barreiras	475,5	9500337530333A	-11,743375	-45,328154
BAR0159	FAZENDA RIO LIMPO II	3010350130132	Barreiras	495,4	3010350130132	-11,744253	-45,976868
BAR0160	FAZENDA PORTO ALEGRE	9500765050729	Barreiras	103,9	9500765050729	-11,744337	-46,330350
BAR0161	FAZENDA DOM PEDRITO	9502033067974	Barreiras	772,6	9502033067974	-11,744352	-46,287190
BAR0162	FAZENDA MATSUMURA	3010350178410	Barreiras	497,7	3010350178410	-11,744488	-45,803103
BAR0163	FAZENDA POR DA LUA	3010350267359	Barreiras	673,8	3010350267359	-11,744888	-46,310217
BAR0164	FAZENDA CENTENÁRIO 	3010350116903	Barreiras	500,9	3010350116903	-11,745175	-46,277766
BAR0165	FAZENDA BURITI REDONDO I	9500337530252	Barreiras	201,4	9500337530252A	-11,745330	-45,313949
BAR0166	FAZENDA ESMERALDA	3010350277907	Barreiras	304,1	3010350277907A	-11,745522	-46,297416
BAR0167	FAZENDA ESMERALDA	3010350277907	Barreiras	448,2	3010350277907B	-11,745899	-46,301751
BAR0168	FAZENDA COLMEIA	3010350171831	Barreiras	200,3	3010350171831	-11,747452	-46,319931
BAR0169	FAZENDA RIO LIMPO III	3010350129630	Barreiras	512,8	3010350129630	-11,747684	-45,968890
BAR0170	FAZENDA SERRA DOURADA	9502031277602	Barreiras	209,7	9502031277602	-11,748440	-46,335685
BAR0171	FAZENDA BURITI REDONDO III	9500337530333	Barreiras	472,2	9500337530333B	-11,749669	-45,348410
BAR0172	FAZENDA NOSSA SENHORA DO CARMO IV	0000606161093	Barreiras	99,7	0000606161093	-11,749689	-46,357343
BAR0173	FAZENDA RIO LIMPO IV	3010350130213	Barreiras	516,0	3010350130213	-11,750740	-45,960248
BAR0174	FAZENDA SANTANA RESERVA	9500926752028	Barreiras	123,8	9500926752028A	-11,751522	-45,366968
BAR0175	FAZENDA TRÊS PASSOS	3010350252327	Barreiras	4541,5	3010350252327	-11,752174	-45,781492
BAR0176	FAZENDA HENRIQUE	9501813492913	Barreiras	608,7	9501813492913	-11,753869	-45,309060
BAR0177	FAZENDA RIO LIMPO V	3010350129126	Barreiras	537,9	3010350129126	-11,754577	-45,951242
BAR0178	FAZENDA SANTA CLARA	0000518870211	Barreiras	687,3	0000518870211	-11,755036	-46,131659
BAR0179	FAZENDA QUADRILHO	0000512612113	Barreiras	680,7	0000512612113	-11,755372	-45,845533
BAR0180	FAZENDA NOSSA SENHORA APARECIDA	2271020326205	Barreiras	474,5	2271020326205	-11,755578	-46,366372
BAR0181	FAZENDA NOSSA SENHORA DO CARMO III	0000606161417	Barreiras	550,0	0000606161417	-11,757468	-46,343419
BAR0182	FAZENDA VENTURINI - GLEBA 01 E GLEBA 02	3010350166161	Barreiras	5,1	3010350166161A	-11,759356	-46,206087
BAR0183	FAZENDA SAN MARINO III	9999114919853	Barreiras	223,2	9999114919853	-11,759448	-46,069566
BAR0184	FAZENDA BURITI REDONDO	9500337530252	Barreiras	332,0	9500337530252B	-11,759666	-45,333628
BAR0185	FAZENDA MINORU II	3010350180156	Barreiras	6,1	3010350180156C	-11,761162	-45,886621
BAR0186	FAZENDA SANTA MARIA	9500259885103	Barreiras	351,2	9500259885103	-11,762502	-45,855831
BAR0187	FAZENDA CRISTO REDENTOR	3240190048391	Barreiras	988,9	3240190048391	-11,762601	-46,117525
BAR0188	FAZENDA SARACURA	3010350135282	Barreiras	1422,1	3010350135282	-11,762718	-45,933956
BAR0189	FAZENDA DONA JULIA II	3010350247838	Barreiras	1958,4	3010350247838	-11,763196	-45,752407
BAR0190	FAZENDA BURITIRAMA	3010350242879	Barreiras	6,0	3010350242879A	-11,763282	-45,887724
BAR0191	FAZENDA SAN MARINO II	3063551025392	Barreiras	308,5	3063551025392	-11,764408	-46,057506
BAR0192	FAZENDA CASTILHO	9501738937300	Barreiras	401,6	9501738937300A	-11,765839	-45,289206
BAR0193	FAZENDA RIO BRANCO	9500926752028	Barreiras	747,3	9500926752028B	-11,766341	-45,356751
BAR0194	FAZENDA SANTANA RESERVA	9500926752028	Barreiras	623,7	9500926752028C	-11,769279	-45,354721
BAR0195	FAZENDA COSMOS E OUTRAS	3240190049444	Barreiras	247,5	3240190049444A	-11,769407	-46,110975
BAR0196	FAZENDA CASTILHO	9501738937300	Barreiras	703,3	9501738937300B	-11,769719	-45,306920
BAR0197	FAZENDA VENTURINI - GLEBA 01 E GLEBA 02	3010350166161	Barreiras	495,9	3010350166161B	-11,770031	-46,197668
BAR0198	FAZENDA CASTILHO	9501738937300	Barreiras	1606,4	9501738937300C	-11,770640	-45,306037
BAR0199	FAZENDA MOLHA I	9500337539209	Barreiras	136,7	9500337539209	-11,770924	-45,364245
BAR0200	FAZENDA SAO VICENTE IV E V	9501737942602	Barreiras	394,7	9501737942602	-11,771910	-46,048773
BAR0201	FAZENDA SANTA MARIA	9501811282601	Barreiras	136,9	9501811282601	-11,772099	-45,366958
BAR0202	FAZENDA COSMOS E OUTRAS	3240190049444	Barreiras	247,7	3240190049444B	-11,772238	-46,108675
BAR0203	FAZENDA BURITIRAMA	3010350242879	Barreiras	194,3	3010350242879B	-11,772488	-45,896954
BAR0204	FAZENDA MORENA	9500250012280	Barreiras	2635,9	9500250012280	-11,772730	-45,729887
BAR0205	FAZENDA COSMOS	3240190049444	Barreiras	996,8	3240190049444C	-11,773687	-46,107654
BAR0206	FAZENDA CASTILHO	9501738937300	Barreiras	360,2	9501738937300D	-11,773837	-45,325286
BAR0207	FAZENDA REQUINTE	3010350255180	Barreiras	50,6	3010350255180	-11,774064	-46,291573
BAR0208	FAZENDA NOSSA SENHORA DE FATIMA	9501739448664	Barreiras	84,5	9501739448664	-11,774161	-45,368299
BAR0209	FAZENDA KIELING  GLEBA 01, 02 E 03	3210280110880	Barreiras	208,1	3210280110880A	-11,774468	-45,698526
BAR0210	FAZENDA MARIMBA I	9999701406192	Barreiras	201,0	9999701406192A	-11,775004	-45,260374
BAR0211	FAZENDA SAO VICENTE VII	9501810437296	Barreiras	216,5	9501810437296	-11,775102	-46,036413
